id,label,text
128,3,"Today my ex fiance strangled me in a drunken stupor. I truly believe, for some, alcohol is the devil's spirit. I'm not angry at him, I'm just disappointed that he did this. He felt so guilty, he turned himself in and reported himself. Now he is arrested with aggravated assault. I told the cop I didn't want to press charges. Truthfully, I found out some stuff in the relationship that just disgusted me and I wanted the relationship to end. I know me ending it, hurt him. He was rightfully angry, but to that extent? 

I don't know. I just don't want to deal with this. I don't want to press charges. I just want him to get his shit out of my house and leave me alone. He doesn't deserve a felony for a rash, drunken decision. When he is sober, he isn't like that. 

At the end of the day, I just want to spend time with my family. My dad's health has been declining and I recently lost my best buddy and my dog. 

I'm done wasting my life trying to help and support someone who said they want to kill me. I don't know if I will fight for him in the court system or if I will just let the courts handle it. I don't feel as tho he deserves this. I would have never done that to someone else tho. 

It's been a fucking day. I need to prioritize my life better so I stop getting in these shitty relationships and I'm focused more on the relationships that matter in my life. I'm tired of causing my family to worry about me. "
129,3,"So a little background on my life and family 
I ( 28 f) met my fiancé ( 29 m) 2 years ago and we are expecting a baby. Along with this baby I have a daughter ( 8 f) that we will call Jade, and he has a daughter ( 10 f) we will call Carly. 

Carly has had a rough past, she has a mother her allowed her to be abused by her stepdad at a young age , lived with my future mother in law for a few years before my fiancé got full custody of her. She has some behavioral issues, goes to therapy, takes medication. The works. We have spent a lot of time and money trying to help her ( not looking for praise just giving context). 
Jade is autistic but very independent. I don’t need to get on her about hygiene, bedtimes are easy with her, meals are easy, and she’s over all very laid back with the occasional temper tantrums when she gets overwhelmed. 

I knew before getting into my relationship with fiancé about Carly’s past and trauma, we talked very much in depth about it and I believed being a gentle parent with Jade and the things I used to help her and my willingness to learn new parenting styles that I could handle Carley especially being someone who also dealt with abuse myself. 

Well 2 years into the relationship I’m ready to leave and it scares me. Don’t get me wrong I LOVE my family, I adore my fiancé, I love our baby we are going to have together and my daughter loves not only fiancé but Carly as well. I don’t know if it’s the pregnancy hormones talking or if this is how I genuinely feel but lately things have gone majorly down hill with Carly and I can’t take it anymore. Any type of punishment I try to give her wether it’s sitting down and talking and explaining to her why what she did was wrong, or having her write lines saying what she did was wrong, or standing her in the corner she will sit and scream no at me, she had threatened harm to Jade, and just over all made being home a nightmare. 

I’m a part time stay at home mom. I work weekends so during the week it’s just me and the kids, while my fiancé sleeps bc he works 3rd shift. In her tantrums she has woke him up multiple times and he’s having a hard time getting consistent good sleep for work. 

These issues only started recently as of about 4 months ago, at first I chalked it up to she wasn’t happy about their being a new baby, but I’m due in less than a month and it’s still as bad as it was on day one of all these issues happening if not worse. 
I’m to the point where I’m absolutely exhausted and don’t even wanna be around her anymore. I confessed to my fiancé that I’ve contemplated leaving because of how bad it’s gotten lately, she basically runs out apartment bc she will sit and scream bloody murder to the point cops have shown up to do a wellness check bc people think we are killing her. CPS has gotten involved to make sure we arnt abusing her. My future mother in law who used to make up every excuse in the book for her is at a loss on what to do bc she’s witnessed the behavior and has agreed it would be a lot to handle daily. Her therapist doesn’t understand why she’s acting this way either bc when they talk in their sessions she clams nothings wrong. 

I’m so tired and I’m emotionally exhausted from handling this everyday. I love my family but I don’t know how much longer I can do this. Do I leave? I don’t want to but at this point idk what else to do. If anyone has any suggestions I would greatly appreciate it."
130,2,"My father recently passed away, and I’m now attending his funeral, seeing his side of the family. Most of them believe we had a great relationship and that he was a good father but I feel differently. After my parents divorce, he  stayed local until I was six, then moved 16 hours away and didn’t see me again for a decade until I saved up the money to visit him myself.

My mom never forced him to be involved. In adulthood, she told me she allowed him to show up as the kind of father he chose to be. For him, that meant paying child support inconsistently, making occasional phone calls, and watching my life unfold on social media from a distance. He often made promises he didn’t keep whether it was about visits, gifts, or simply calling back. Sometimes, he even asked me for money.

As I grew older, went to therapy, and became a parent myself, I realized I no longer had the emotional energy to keep a relationship going with someone who hadn’t been present in my life. Just as I was preparing to express these feelings, he was diagnosed with cancer. I tried to push through and be there, but for once, it felt unnatural to lie just to make someone else feel better. I asked for space to work through my emotions in therapy but before my next session, he passed away.

I feel relief that he’s no longer suffering, and if I’m being honest, that I no longer have to pretend there was a relationship that never really existed. I do feel a sadness that he never got his life together, never formed a real bond with me, and never achieved the dreams he once talked about.

What I’m most anxious about now is the funeral, having to perform a version of grief that doesn’t feel true. It seems easier to play the part than to explain to his family what he was actually like as a father, or why I’m not deeply affected by his death. His family keeps calling to check in, asking how I’m doing, but the truth is: I’m fine. He wasn’t a real presence in my life, and his passing hasn’t changed much.

I’ve spent most of my life pretending to keep others comfortable. But over the last year, I’ve stopped doing that and it’s been liberating. Still, pretending at his funeral feels like going against everything I’ve worked so hard to reclaim. And yet, maybe this final act of pretending is the last kindness I can offer my father.
"
131,1,Imma tell u this straight up but I’m tired of chasing people bro. I’m tired of being the person people text at 12 pm when theyre bored I’m tired of being dry texted. I’m just tired of late responses every 2 mins. Atp I prefer people who text 8 hrs later than 2 mins interval. Inconsistency is such a turn off. If you don’t wanna talk to me you’re not obligated to just stop checking in and out like it’s some airport. 
132,0,"I never thought I'd actually hit this point in life and I really just want to share. I'm proud of myself and it feels so weird to say. 

I left my abuser and found a lovely man who supports my goals and uplifts me while finding his own motivation through my success. I'm doing well in college, in fact so good I'm making honors while double majoring and raising two kids. After hearing all of my life that I would never amount to anything, it feels so enriching my life is amounting to something. "
133,3,"Art, writing, voice acting, all stuff I badly want to do and get good at. But everytime I try I get this stupid pressure and it makes me want to rip my hair out. Its so unbearable. 
It makes it so I give up on things I want to do so quickly. Even though I really want to do it. Which causes me to just cry from the discomfort and the disappointment in myself. 
I want to push myself. But now can I push myself when it just causes me to cry "
134,1,"Okay, so couple years ago, my father was in the hospital due to liver failure. And We weren't sure if he was going to make it. but one day these random ass people show up and I find out they're My dad's daughter and son(dif wife) and they are acting like they own the place and start just talking about who's gonna take the car and who's all gonna take what when he passes and being disrespectful as shit. They send me down to the cafeteria And I come back up and everything looks normal. But after my dad passes I look online and see that they have taken pictures by My father unconscious and it just pissed me off Because I wasn't able to be by him. I was 14 at the time and his so called children took advantage of the situation. And they took advantage of me thinking I wasn't listening while I was on my computer and they started saying ""I want his car"" and this and that.

Also before all of this when me and my mom tried to go to the hospital for the first visit. They said we couldn't get in because the so-called daughter and son restricted it. I was the one who stayed with My dad in the hospital for a whole week while they came in for like 2 days.

"
135,0,"When you said they would no longer be invited, I was intrigued. After all, you always let them pull those things. But then I heard it's because of the tantrum they threw because I was coming. Though honestly, you should have seen that coming, as coexistence and they are an oxymoron.I'm glad you're prioritizing yours, as in the past, you would have just backed down. This is the first step of many you need to take to start loving yourself. I used to hold some contempt because you were throwing yourself into the same self-destructing cycle they did, but honestly,I i think of you more positively because of this and i hope to help you conclude not only loving yourself but also see the sort of end of your arc."
136,0,"It's one thing to be a biological uncle or aunt, and I don't want to minimize that.  But being *chosen* for that assignment, and having someone's kids willingly call you that, because their parents want you to have a place in their lives... it's a real good feeling."
137,1,The job I’ve worked for the past two years shut down and I’m still kind of in shock and have yet to tell my mom. I’m only 22 and its the longest job I’ve had. What is even more hurtful is realizing that no one really checked on me after I posted about my job closing on social media. I now kinda understand what people mean when they say there is a false sense of closeness that social media provides. People just kinda spectate your life happening but they don’t really care. I plan to hit the ground running tomorrow to look for another job but it still sucks. I loved my coworkers and we had such a healthy work environment.
138,1,"It's my own fault. I didn't take care of my mental health, lost my job, got behind on bills, and got served an eviction notice today. 

I feel so embarrassed and humiliated that I'm in this situation. I can't believe I'm about to be 30 years old and going to live with my mom. I'm mad and sad for myself that I let this happen, but I'm trying to be thankful that I have parents who will take me in. I hope I can use this time to do a full reset on myself. Get a new job, go to therapy, rebuild my savings, reconnect with myself. 

I'm just so upset right now and struggling to see the positives. Feeling like the biggest POS alive right now. Hopefully tomorrow is better "
139,1,"Obviously I’ve not had the easiest life but then again neither has most people but recently I was getting better, for the past few years I’ve just been feeling complete shit, gave up on myself & life itself I didn’t care about anything about myself it got to a point where I didn’t care about most things really I just let myself rot away, I’m not going to go into full detail of that but i was recently getting better didn’t really have the days and nights where life would feel meaningless & pointless. I realised it tonight that it has been atleast a week since I’ve felt like that but tonight it just come again out of no where and it like i cant find no distractions as it’s 4:22 in the morning and I can’t get to sleep feel trapped in the mindset"
140,2,"So 10 years ago my girlfriend and I had split.  We got back together after two months, and two months after that we found out she was pregnant.  A couple months go by and I check her phone, and see messages where this guy was questioning if the baby was his.  We argued so much over this and once the baby was born there was no denying she was mine.  Two years ago this guy started sending me requests on facebook and since I don’t really know him I never accepted.  I noticed she had added him back on facebook and IG but I didn’t cause a fuss because it was around the time of a death in the family and just eventually let it go .  My girlfriend posted a pic on IG today and he had commented a blowing kisses emoji and she didn’t respond to it but  hasn’t said a word about it.  I have noticed she’s been more active on the app lately, but I’m curious how I should approach this.  "
141,1,"Im 18, dont party, dont do drugs, surround myself with solid company, am top of my class, got into a top 50 college, full scholarship, am always on the grind, but am all alone.

My parents beat me as a kid, and I used to have long hair and wore a turban which lead to me being ostracized by my peers. I recently cut my hair last year and have been very conflicted and distraught about it.

I was orignally going to college for english to then go to law school because that's what my parents wanted, and focus on my writing on the side as im passionate in literature and filmmaking, but then realized after talking to many lawyers that if you want to actually make money you end up working 80-100 weeks, so it isn't a ""day job"", you're always on call.

I recently graduated a week and a half ago and have been feeling nothing but empty. Despite me working all my life for a good future, im going to be going to an elite school for a useless degree, that serves nothing besides meeting my interests.

Im diagnosed and medicated and in therapy for anxiety, mild depression, ocd, insomnia, and bipolar type 2. I had a failed suicide attempt a few days after my birthday. I have friends but none of them are ever there for me in my times of need.

I've never had a girlfriend, I haven't even ever held hands with a girl. I'm not an incel, and Im respectful and not a creep, I workout and keep my mind sharp but I've never had luck with girls, I have extreme sexual frustration.

Im sorry for this being long and rambly, I think I might be admitted myself to the psyche ward again because im thinking about hurting myself. 

I did everything I was supposed to do to live a respectful and successful life, but feel like nothing but a looser and a failure."
142,1,"I’ve been trying to better myself lately. I’ve been scared of everything my whole life and bullied a lot throughout my childhood, including by my own father. That led me to being quite insecure about… pretty much every aspect of myself. 

In relationships, familial, friendship or romantic, there’s times where my decisions are decided by my insecurities and it rarely goes well. I’ve tried so many things to stop this, I’ve had two different psychiatrists, it was nice talking to them about stuff on my mind but it hasn’t really done anything long term. 

Recently, I’ve been trying a fake it till you make it approach, but when it’s late in the day, it all comes crumbling down on me and no matter what I tell myself, I hate everything about me. I hate how I look, I hate the person I am, I hate my interests, I hate the way I talk, how I treat people… everything.

I tell myself it’ll pass, I tell myself I just have to look for positives, that they’re only in my head, all of it. This self hatred is so overpowering. I’m constantly passively wishing to die but moments like these almost make me want to do it myself, even though I’m stable enough to guarantee I won’t. 

I feel like I should just quit trying to better myself, nothing I try works and sometimes, like now, just makes me more miserable. I don’t want this anymore"
143,2,"Hey so I've been struggling with this for a while and I've been trying to overcome it but really don't know what to do, I lost my best friend recently (about a month now) and eversince I haven't been able to do the things I used to enjoy, one of those things was gaming, not all games, but a few select titles, and two of those titles I got pretty good at and he was just as good, but ever since I lost him I haven't been able to play those titles at all, I always feel a sense of dread when even hovering on them, I know this really doesn't matter, but I just wanna be able to enjoy these games again, I still am good but I wanna be able to play these games again solo, I play with other friends but I wanna have my confidence to play solo again, my friends reassure me, but I just can't seem to muster up the confidence. I just want my confidence again."
144,1,"I feel like my inner child is rotting. She’s dying.
That part of me that has ideas, that dreams, that sees life in a magical, hopeful way — she’s slowly decaying inside me.
And I’m the one killing her. My adult self, the world, everything around me.
I have so many ideas. So many dreams. I see things in a way that feels so alive inside.
But none of it can come out.
I don’t have the talent. I don’t have the skills.
I don’t even know how to begin.
And it fucking hurts. It hurts in my body. It hurts in my soul.
It hurts to look at the world and see women who are so talented, so full of soul, so unapologetically expressive.
Women who have a unique, powerful style that is theirs.
And I can’t do that.
I’m blocked. I feel rotten.
And that hurts too.
That I can’t express myself like that.
That I can’t show who I really am.
I feel like I’m not being myself.
I don’t feel capable of being authentic, of having a voice, a style, a presence that says: this is me.
And the worst part is…
I wish I could love something — anything — as much as that.
To love drawing, or editing, or anything enough to do it every single day without feeling drained.
But I don’t love anything enough yet.
And I don’t know what to do with all of this. I just know it hurts."
145,1,"Recently been having a great few months but as of late, I've just been in this weird state. My brother just recently got married, my sister has been married, they've both moved out. I'm the youngest at 21 years old. I was in a relationship for 5 years a while ago, over that. Then another small relationship, over that too. I've been loving my life for quite a while, just me myself and I. But now it's just... lonely. My parents are still here and we have a good relationship but that first breakup of 5 years kind of took all of my friends away. It was a mutual ending, no bad blood. But now it just feels like I have nobody. Not just feels like it, I really don't have anyone. I have maybe 4 friends that I talk to occasionally. Not very often because they're distant and busy with their lives, which I completely understand, so am I. My parents keep talking about how it's my turn to find someone to get married to and obviously I know they don't mean right now, but realizing that the people that I used to talk to and let out my feelings and thoughts to aren't around anymore is just... painful? I don't know. I'm filled with rage. Why don't I have anyone? Why does everyone else get to have someone and I'm just left alone? I have so much love to give, I've been told that I'm one of the nicest guys people have ever met (idk how true that is, I can be a dick), but I can't have anyone. Is it that someone who was made me for just not exist? Am I meant to not have anyone? I just wanna be in love man, it was the most exhilarating feeling. I just wanna feel like I belong to someone. I wanna make a life with someone. I wanna have a future with someone too. Is it that I'm short? Am I ugly? Am I just not what people would wanna be with? Am I just not enticing enough to even approach or stick to? What have I done to deserve this loneliness? I've tried my damn hardest, to be a good person, to be a safe person. To be someone who people could be proud to say that they're mine and I'm theirs. "
146,3,"And the dam multiple verification methods.  I know it's designed to protect us, but for F sake, I lost my phone today (left it on my car roof) , had to get a new one. It's been 3 hours of me trying to connect Google /samsung/outlook/... etc accounts. They keep trying to send codes to my lost probably smashed phone,  then tried emails, even tried taking a selfie video for verification... I'm about to lose it. Can we just do a ID.me or Gov version of it for all Apps and get rid of these redundant verification methods? It's just painful.  There has to be an easier way. "
147,1,Nobody sees me as a human being. All I’ve ever been to people is a sex toy or comfort object. Nobody has ever truly tried to make me happy. Nobody has ever asked me what affirmations I needed. Nobody ever checks up on me to make sure I’m okay. No matter how much I do for other people I’m just around to provide emotional or sexual service. I had a conversation with someone recently where I realized I haven’t had a single relationship in my life that was genuinely emotionally healthy. I know I’m weird. I know the things that happened to me make it hard for people to relate to me and make me hypersexual so sex is more important to me then most people. I like being nice to people and helping them feel better. Why doesn’t anyone ever feel like that about me? Why do I have to feel everything so much? I’m so tired of crying alone nothings ever going to change.
148,2,"Ever since I(16F) was younger, my parents were hard on me. My stepmother(45F) got mad anytime I’d try to correct the things she did wrong or do something a certain way she disagreed with like putting the dishes in “the wrong way”. My father(46M) would tell me to stick up to people but then get angry when I stuck to him, saying he was the adult and I was the child. He’d tell me not to do something and then do it himself. There would even be times when messing up, even the slightest bit, would set him into a complete rage, putting fear into me and my siblings. I used to think that I loved my parents but I’m not sure anymore. I recently got a job at a largely known corporation, Walmart. Last night, I had a few more minutes until the end of my shift so my boss asked me if I could just sweep the floors and I happily obliged. Afterwards, I was setting the broom and dustpan back when I dropped it on accident. I rushed to put it back and exclaimed “I’m so sorry..!” An older coworker nearby and my boss looked at me confused saying “sorry? For what?” And I was baffled, I just stood there, stuttering for a moment. “We-well, I-I-I-I dropped the b-broom” and my boss just said in a calm tone “that’s okay, just pick it up and try again, no worries.”

There have also been times when my parents would get angry when I didn’t do things in a “timely fashion” so when I’m bagging groceries while being trained by a coworker, I got nervous, thinking I’d get in trouble or reprimanded if I didn’t do things fast enough, so I began frantically putting things into bags and almost sweating out of pure anxiety. The female coworker training me just looked at me and said “hun, slow down, see how they aren’t asking you to hurry up or anything? You can calm down. You’re doing great, everyone’s gonna love you, it’s okay” 

I’m now very attached to the family ive been welcome into at my workspace. I feel like I can take a breather from harsh expectations and just settle down for a moment. I don’t feel like my life depends on every waking moment when I’m there. But then I dread going home.

Is this..normal? Am I just a spoiled kid with way too high expectations and wants?"
149,3,"I have been so stressed out lately. I graduated exactly a year ago with a STEM degree from a top US university. 

I applied to graduate school locally—I cannot afford to move due to student debt from my bachelors—and I felt like a shoe-in for the program I applied to. After three months of coordinating with my advisor and waiting to hear back, I got a notice that my advisor had not received the funding he expected due to budget cuts and can no longer take any new students. 

I was devastated and still feel the disappointment looming over me. 

I then applied for a government-funded residency program and got it! I quit my waitressing job and thought I would be moving across the country in one month to begin the program, which I am now hearing has also been defunded. 

Sure, my waitressing job will take me back, but I just don’t think I can mentally take it any longer. The customers are disrespectful and treat me like I am nothing. The other day I had a man assume that I was uneducated and told me to “go get my education and leave this job”, not knowing that I have this job as a last-resort to pay off my student loans. 

I am also a first-generation graduate and every woman in my family has been a career waitress—none of them were happy with it. I just feel like I am being forced into a life that I don’t want.  I feel like I lack the resources and connections to go beyond this. Everyone I know from my university have gotten high paying jobs with companies that their parents work for—I am so envious of that luxury. 

I live in a town with very low job availability and have gotten ghosted by countless jobs.  I don’t know what I am doing wrong."
150,3,"i’m a 26f and my boyfriend is a 30m. my partner wants to be famous, and have a lot of followers on tiktok and twitch and i don’t understand. my ex also wanted to be famous, he wanted to be a stand up comedian. i’m not being a hater cause i supported my ex and i support my boyfriend. its just, financially we are struggling where we both need to be working. i work full time but my job only schedules me 2 days a week, im currently looking for a 2nd job. my boyfriend just got a job at FedEx but hasn’t started yet and he’s so concerned about being famous online and im concerned about the fact that we’re at rock bottom. my license expired today, my birthday. my insurance cancelled cause i didn’t have the money for it. my cars up for repo, our phones got shut off, we’re late for rent. i apply to so many jobs a day and get rejected. i usually have a plan, something to fall back onto but this time i dont. i dont have anything to sell. i cant doordash/ubereats because phones are off. i just dont understand the thrill that comes with being famous. ugh. "
151,1,"I feel a little uncomfortable posting here but I don't know where else to get this off my chest. For the last few years my life has been stagnant, and it's only getting worse the longer I'm stuck at the job I have. I make enough to pay the bills, but not enough to make any real difference in my life. I've tried over and over and over and over to find a new job or move up into a new position at my current place of work, but nothing ever pans out. The job market I more or less get. It sucks, and my current job isn't the most transferrable thing in the world. But to not be able to go anywhere at my current role is defeating, especially when I have everyone behind me and supporting me that matters when it comes to influencing hiring decisions. 

The first 2 times it didn't pan out, I took a step back to determine what I might've been lacking. But I'm one of the top performers on my team and in my area. I've gotten accolades and nothing but support from teammates and management to the point where the department VP told me in our annual meeting that everybody had nothing but great things to say and even they wanted to see me succeed. I guess that makes the rejection sting all the more, and the rejection is really starting to wear me down. That and the recent feedback has begun to infuriate me. First I was told to build up my skills. When that didn't work, I was told to not give up. When that didn't work I was told I'm applying to too many jobs and it looks like I just want to leave my job for the sake of it. Meanwhile I've watched coworker after coworker and a few managers move to different areas of the company they had no direct experience in after applying to more than a few different roles all because they wanted to jump ship. 

And I was told recently about another role that  just opened up. One that everyone a half year ago or so told me I should go for when it eventually became available. And now? I don't even know if it's worth the effort. To spend hours redrafting my resume, preparing for the interview, getting grilled by the person hiring for the role, and trying to justify my skills or supposed lack thereof. All while trying to stay positive and push forward, when I'm so afraid and almost certain it'll just end with another rejection - especially knowing the expectations of this particular hiring manager. I'm so, so tired and don't want to expend the energy, and yet I feel like I owe it to everyone that's had my back and pushed me toward this to at least apply. But for what? The slim chance I might get lucky this time?

I'm exhausted - physically, mentally and emotionally. I'm tired of being expected to have endless grit and a positive attitude. I've yet to see a therapist but I'm pretty sure I'm bordering on depression if I'm not there already. I used to be able to separate my work and life, but that's becoming harder when I'm constantly reminded of just how trapped I am. I mean, what do you do when all the effort and all the support amount to nothing? You'd think that at some point, surely something has to give, and yet it never does. 

I'm sure common knowledge would dictate I focus on the things within my control, like health or hobbies etc., and being grateful. And that's fine, and it can help to a point. But it doesn't solve my problem, and I just don't know what do anymore. Anyways, thanks for reading I guess."
152,3,"So, a month or two ago, Dad started a lawn care business with me so I could have some money, since I can’t get a “normal” job. Well, Dad came over to the house when he got home from work and told me that, since he’s going back OTR, he’ll have to cut a lot of the yards we mow.

So there goes the money I’m supposed to be making. I can’t even get a normal job. I want money but can’t fucking make it because I can’t get a damn job, and now Dad is taking the only thing away that made me a little bit of money."
153,1,"I stopped smoking weed because my parents wanted me to. I stopped abusing dxm because i didnt want to make my mom sad. I stopped self hxrming because my parents caught me.

I recovered, sure, but its not for myself. Id still probably do it if it was my choice. Glad i have ppl who care for me, but my recovery is never my choice. 

Im afraid on day, people will notice how little i eat. Then, my power to control that will be gone too. 

In all honesty, i dont want to recover. It just never did me much good. Life didnt get better, i just had to find another way to cope. Healthy coping mechanisms i tried and it was ineffective. I dont care about recovery. I just want to enjoy the time i do have."
154,1,"I just laid in bed and cried to my boyfriend telling him how I’m not happy in our relationship. How I’ve been sad for a while now and it worries me. I miss when I felt happy and hopeful about us, but now I know we’re doomed and it’s so hard to accept. I know he doesn’t love me, that he doesn’t feel the same way about me as I do him, and it hurts. He just rolled over and went to sleep, said we’d talk about it tomorrow. It’s very late here of course, almost 4 am, but the lack of closure is killing me. 

A large reason why it’s so hard to let go is because I’m ugly. If I ever leave him I’ll never experience love again, never experience sex or intimate connection again. He’s the only person who could ever be in a relationship with me in this way. It hurts thinking about how beautiful people can date around and try their options, find that person who ticks off all their boxes. I don’t have such a luxury, and it leads me to wanting to accept and overlook things I know I shouldn’t. I explained all this to him by the way. 

Despite this, I love him. I’m attracted to him. He’s such a one of a kind, precious person and I wish things could work out between us. But I know they won’t, and it hurts. "
155,1,"Every time I thought I formed a friendship, because the person said I was cool and sometimes they invite me to stuff, I just feels so hollow as those are filled by many attempts of trying to talk to people just to, 90% of the time, be left on read or just a laugh reaction. On the love side is abominable, everytime I think I hit it of and have a chance is either: they are already in a relationship or I didn't hit it off and they are just chill. This feeling of just being downlooked makes me feel so empty inside that the touch of even myself feels so alien, my name feels like a curse and the idea of pain seems like a promise out of this numbness but I'm to afraid of pain, for now, to do anything. I just want to understand what I'm doing wrong, if people say I'm cool, they share very private secrets sometimes, give compliments that the feel safe around me, then why the fuck am I so shafted and ignored by everyone?"
156,1,"For pretty much my entire life I've been surrounded by talented people. My family all have some kind of achievement, I know people who have performed live for competitions, etc. Meanwhile I'm just off in the corner, some kind of mediocre being but I feel so inferior compared to everyone else that I really just feel like a complete failure. Maybe part of it is that my parents have made a huge deal about prioritizing only things that are productive/can be used for monetary gain in some way, but these things come so naturally to everyone I'm around that I'm left behind again and again. It's frustrating to look over your shoulder and realize that the things you've put hours into practicing, to reach the level of ""decent"", has been immediately surpassed by someone who has done none of that effort and is so much better at it than I'll ever be. I've tried so many things but none of them really feel like something I'm talented at. And yes, of course it's stupid and unrealistic to think that I could be the ""best ever"" at something: there's always someone better, etc etc. It's more just that I wish there was something that felt like it came naturally to me, that nobody I'm around could do quite as well as I could. But that'll never happen so I guess I'll just. Be the inferior human? I don't know"
157,0,"It's hot as balls outside, no AC at work, all I've been thinking about all day was buying myself a cheap little kiddie pool, and an inflatable to sit inside of it with. A grown as adult with her butt in the water, an inflatable backrest, and a margarita in her hand. That's all I wanted. Clock out, go to the store, get home, rushing around to do chores so I can relax, smash my fingers and cry a couple times, but I powered through it, got everything done. 

Finally I've got my music playing outside, kiddie pool filled up & in my garden, inflatable pool chair blown up with a good view of my chickens. I sit down in the water, toes stretched out into the dirt, a cold canned cocktail in my left hand and a burning joint in my right. I lean back, close my eyes, feel the sunshine cover my body and the cool water underneath me, great vibe, just what I had been dreaming of all day at work. For about 5 minutes I'm laying there having my, ""I almost forgot, this is what it's all about,"" moment, and I open my eyes...

Just in time to watch myself get shit on by a bird. Just a big, fat shit, falling from the sky, landed right on the side of my drink and onto my thigh, with a loud, disgusting 'plop.' I was only halfway through my joint. 

I just started at it in disbelief for a second, and feeling the warmth of the bird shit on me, sighed, got up, hosed off, and gave up lol.

Fuck the pool.  Fuck nature. Fuck birds. Fuck this shit. 😭😭😭😭 what are the chances, like seriously? Ive been alive 25 years without being shit on by a bird, and today it happens? 😤😭🤣🤣😭"
158,3,"I am 21F and this is going to be about my brother 25.
For some context we were raised by a single mother and we also have different fathers. Since childhood i remember my brother being my mom's favorite, obviously so. Though the weird part is that he verbally and mentally abuses both my mom and I. As kids it was over his games... I would stand near his PlayStation and all of a sudden he would be irate... not just mad but IRATE. Screaming and throwing things at a little girl. In high school it turned into him becoming irate over nothing... I once stood next to the fridge unaware he was trying to open it so he slammed the door into my body and called me a
""fcking cnt"". This doesn't even scratch the surface to be honest. We once went on a family vacation to Disney world and my mom said something that pissed him off so bad that for the next 2 hours in the middle of the park he screamed in her face and became borderline violent... I stood there trying to cover his mouth with my hand and begging him to stop. People surrounded us like we were entertainment. It was humiliating. He was in college at the time. Things like this happened almost every single day. Oddly though, he was always my mom's favorite. She paid his college tuition... not mine. She pays his rent STILL... not mine. She funds his entire life and I ask for help once and the answer is no. I remember a time in high school where I was severely struggling with my mental health silently. I finally decided to open up to my mom about it. I sat down next to her and told her I needed to get into therapy... she didn't even look up from her phone or acknowledge me. I felt completely alone. Though my brother would have a fit of rage and minutes lat' she would be coddling him while I stand to the s. wondering how I can try so hard to be perfect and still go unnoticed by her. In adulthood this dynamic has not gotten any better. We don't live together anymore but he will now harass me over text message. I try not to engage and speak rationally to him but instead he just continues the abuse. I had a s*icide attempt when I was 12 years old after an instance where my brother was having one of his moments and my mom took his side instead of mine.
She walked in during my attempt. We never spoke of it again. Though when it comes to my brothers mental health she constantly obsesses over it. I have felt completely alone my entire life. Trying to cope with this has been a life long struggle. I thought maybe when we were both grown up things would change but they've just gotten worse. He's a grown man who behaves and has tantrums like a toddler and I just have to stand there and take it. I can't complain about him or confide about it with my mom. I try to vent to her about him berating me over text and she just says ""not my problem"" or ""you know how he is"" or ""you are both adults now handle it yourself"". My close friends get the details of basically every single one of these altercations and they all say it sounds like my brother is toxicly possessive over me. A few months ago we started playing Fortnite together and any night where I was too tired to play with him he would send me full paragraphs calling me every name under the sun, saying how horrible I am and how I don't care about him. It's just so hypocritical considering he once went 3 months without responding to a single text of mine and he never once addressed it. I don't know what to do anymore. Just a few days ago we went from having a nice conversation to him threatenina to throw himself off of our balcony because he ! a comment that he's a ""protective big brother"" a. got upset because he's in NO way protective. He may pretend to be in public but behind closed doors this is my reality. It's all just performative and I'm sick of him saying that. He says all the time how he's
""written by a woman"" and ""respects women"" but that is so far from the truth. I can't listen to it anymore. THIS IS NOT NORMAL. I've found zero solutions to get him to get off my back. As well as zero solutions to getting even an ounce of support from my mom. Fml."
159,0,"i just needed to scream for a minute about HOW FUCKING HUNGRY I AM. couple weeks ago i had an infection in a wisdom tooth and last weekend i got all four removed so ive barely eaten these last two weeks other than yoplait yogurt mixed with pain meds. 
I. AM. STARVING. 
I AM SO FUCKIN HUNGRY FOR ANYTHING OTHER THAN YOGURT AND SOUP
IM ON THE TOILET CRYING BC MY WIFE IS EATING BAKED BBQ LAYS AND ATP IM READY FOR THE CHIPS TO SHRED MY GUMS TO PIECES FOR A BITE. 
A BURGER. A HOTDOG. A FUCKIN FRENCH FRY. I AM SO UNBELIEVABLY HUNGRY I KEEP ADDING ON TO THIS LIST IN MY NOTES APP OF FOOD I CANT WAIT TO EAT. 
THIS IS HELL. I FEEL I AM IN HELL AND EVERYONE IS EATING AND I CANT IM SO ANGRY RIGHT NOW I AM SO HUNGRY
NO I DONT HAVE AN EATING DISORDER I JUST CANT EAT BC MY MOUTH IS ALL SORTS OF FUCKED AND IM ANGRY ABOUT IT"
